file,gloss,cat,occluded,signer,duration
C0/clip_00001_good_morning_S0.npz,0,0,1,S0,4.08333333333333
C0/clip_00002_good_morning_S0.npz,0,0,1,S0,4.06666666666666
C0/clip_00003_good_morning_S0.npz,0,0,1,S0,4.06666666666666
C0/clip_00004_good_morning_S0.npz,0,0,1,S0,4.06666666666666
C0/clip_00005_good_morning_S0.npz,0,0,1,S0,4.06666666666666
C0/clip_00006_good_morning_S1.npz,0,0,1,S1,4.08333333333333
C0/clip_00007_good_morning_S1.npz,0,0,1,S1,4.08333333333333
C0/clip_00008_good_morning_S1.npz,0,0,1,S1,4.06666666666666
C0/clip_00009_good_morning_S1.npz,0,0,1,S1,4.06666666666666
C0/clip_00010_good_morning_S1.npz,0,0,1,S1,4.06666666666666
C0/clip_00011_good_morning_S2.npz,0,0,1,S2,4.08333333333333
C0/clip_00012_good_morning_S2.npz,0,0,1,S2,4.06666666666666
C0/clip_00013_good_morning_S2.npz,0,0,1,S2,4.06666666666666
C0/clip_00014_good_morning_S2.npz,0,0,1,S2,4.06666666666666
C0/clip_00015_good_morning_S2.npz,0,0,1,S2,4.06666666666666
C0/clip_00016_good_morning_S3.npz,0,0,1,S3,4.06666666666666
C0/clip_00017_good_morning_S3.npz,0,0,1,S3,4.06666666666666
C0/clip_00018_good_morning_S3.npz,0,0,1,S3,4.06666666666666
C0/clip_00019_good_morning_S3.npz,0,0,1,S3,4.06666666666666
C0/clip_00020_good_morning_S3.npz,0,0,1,S3,4.06666666666666
C0/clip_00021_good_morning_S4.npz,0,0,1,S4,4.1
C0/clip_00022_good_morning_S4.npz,0,0,1,S4,3.63333333333333
C0/clip_00023_good_morning_S4.npz,0,0,1,S4,4.23333333333333
C0/clip_00024_good_morning_S4.npz,0,0,1,S4,4.03333333333333
C0/clip_00025_good_morning_S4.npz,0,0,1,S4,4.39926678886852
C0/clip_00026_good_morning_S4.npz,0,0,1,S4,4.33261123146142
C0/clip_00027_good_morning_S4.npz,0,0,1,S4,4.1327822956939
C0/clip_00028_good_morning_S4.npz,0,0,1,S4,4.33261123146142
C0/clip_00029_good_morning_S4.npz,0,0,1,S4,4.56605785895213
C0/clip_00030_good_morning_S4.npz,0,0,1,S4,4.33261123146142
C0/clip_00031_good_morning_S4.npz,0,0,1,S4,4.53272896947073
C0/clip_00032_good_morning_S4.npz,0,0,1,S4,4.39926678886852
C0/clip_00033_good_morning_S4.npz,0,0,1,S4,4.56590344457127
C0/clip_00034_good_morning_S4.npz,0,0,1,S4,4.39926678886852
C0/clip_00035_good_morning_S4.npz,0,0,1,S4,4.23262789535077
C0/clip_00036_good_morning_S4.npz,0,0,0,S4,4.23262789535077
C0/clip_00037_good_morning_S4.npz,0,0,0,S4,4.499100179964
C0/clip_00038_good_morning_S4.npz,0,0,1,S4,4.53272896947073
C0/clip_00039_good_morning_S4.npz,0,0,1,S4,4.23276896413811
C0/clip_00040_good_morning_S4.npz,0,0,1,S4,4.06598900183302
C0/clip_00041_good_morning_S4.npz,0,0,1,S4,4.39926678886852
C0/clip_00042_good_morning_S4.npz,0,0,1,S4,4.46607119050793
C0/clip_00043_good_morning_S4.npz,0,0,1,S4,4.13264455924012
C0/clip_00044_good_morning_S4.npz,0,0,1,S4,4.26595567405432
C0/clip_00045_good_morning_S4.npz,0,0,0,S4,4.13264455924012
C0/clip_00046_good_morning_S5.npz,0,0,0,S5,4.23333333333333
C0/clip_00047_good_morning_S5.npz,0,0,0,S5,4.53333333333333
C0/clip_00048_good_morning_S5.npz,0,0,0,S5,4.3
C0/clip_00049_good_morning_S5.npz,0,0,0,S5,4.33333333333333
C0/clip_00050_good_morning_S5.npz,0,0,1,S5,4.19944007465671
C0/clip_00051_good_morning_S5.npz,0,0,1,S5,4.39926678886852
C0/clip_00052_good_morning_S5.npz,0,0,0,S5,4.33261123146142
C0/clip_00053_good_morning_S5.npz,0,0,1,S5,4.63256123979336
C0/clip_00054_good_morning_S5.npz,0,0,1,S5,4.43259456757207
C0/clip_00055_good_morning_S5.npz,0,0,1,S5,4.36593901016497
C0/clip_00056_good_morning_S5.npz,0,0,1,S5,4.69921679720046
C0/clip_00057_good_morning_S5.npz,0,0,1,S5,4.29942674310092
C0/clip_00058_good_morning_S5.npz,0,0,1,S5,4.33275563258232
C0/clip_00059_good_morning_S5.npz,0,0,1,S5,4.43259456757207
C0/clip_00060_good_morning_S5.npz,0,0,1,S5,4.39926678886852
C0/clip_00061_good_morning_S5.npz,0,0,1,S5,4.46592234627562
C0/clip_00062_good_morning_S5.npz,0,0,1,S5,4.36608452206372
C0/clip_00063_good_morning_S5.npz,0,0,1,S5,4.33261123146142
C0/clip_00064_good_morning_S5.npz,0,0,1,S5,4.26595567405432
C0/clip_00065_good_morning_S5.npz,0,0,0,S5,3.79936677220463
C0/clip_00066_good_morning_S5.npz,0,0,0,S5,4.76587235460756
C0/clip_00067_good_morning_S5.npz,0,0,0,S5,4.36608452206372
C0/clip_00068_good_morning_S5.npz,0,0,1,S5,4.53257790368272
C0/clip_00069_good_morning_S5.npz,0,0,1,S5,4.63256123979336
C0/clip_00070_good_morning_S5.npz,0,0,1,S5,4.69921679720046
C0/clip_00071_good_morning_S5.npz,0,0,1,S5,4.46592234627562
C0/clip_00072_good_morning_S5.npz,0,0,1,S5,4.29928345275787
C0/clip_00073_good_morning_S5.npz,0,0,1,S5,4.69921679720046
C0/clip_00074_good_morning_S5.npz,0,0,1,S5,4.33261123146142
C0/clip_00075_good_morning_S6.npz,0,0,1,S6,3.36666666666666
C0/clip_00076_good_morning_S6.npz,0,0,1,S6,3.96666666666666
C0/clip_00077_good_morning_S6.npz,0,0,1,S6,4.8
C0/clip_00078_good_morning_S6.npz,0,0,1,S6,4.6
C0/clip_00079_good_morning_S6.npz,0,0,1,S6,4.46666666666666
C0/clip_00080_good_morning_S6.npz,0,0,1,S6,4.36666666666666
C0/clip_00081_good_morning_S6.npz,0,0,1,S6,4.26609785361951
C0/clip_00082_good_morning_S6.npz,0,0,1,S6,4.36593901016497
C0/clip_00083_good_morning_S6.npz,0,0,1,S6,4.39926678886852
C0/clip_00084_good_morning_S6.npz,0,0,1,S6,4.53272896947073
C0/clip_00085_good_morning_S6.npz,0,0,1,S6,4.29942674310092
C0/clip_00086_good_morning_S6.npz,0,0,1,S6,4.23276896413811
C0/clip_00087_good_morning_S6.npz,0,0,1,S6,4.16597233794367
C0/clip_00088_good_morning_S6.npz,0,0,1,S6,4.23262789535077
C0/clip_00089_good_morning_S6.npz,0,0,1,S6,4.43259456757207
