Actual Gloss/Category Label,Total Ground Truth,Predicted Gloss/Category Label,Number of Confusions,Percentage of Confusions,Interpretation
PARENTS,38,VIOLET,1,2.63,Low Confusion
PARENTS,38,NO,1,2.63,Low Confusion
PINK,36,MOTHER,2,5.56,Moderate Confusion
PINK,36,WRONG,1,2.78,Low Confusion
PINK,36,DEAF,1,2.78,Low Confusion
PINK,36,SPAGHETTI,1,2.78,Low Confusion
PINK,36,SEPTEMBER,1,2.78,Low Confusion
PINK,36,THREE,1,2.78,Low Confusion
PINK,36,JANUARY,1,2.78,Low Confusion
PINK,36,SIX,1,2.78,Low Confusion
PINK,36,JUNE,1,2.78,Low Confusion
PINK,36,BREAD,1,2.78,Low Confusion
PINK,36,WEDNESDAY,1,2.78,Low Confusion
PINK,36,SUGAR,1,2.78,Low Confusion
PINK,36,DAUGHTER,1,2.78,Low Confusion
PINK,36,RICE,1,2.78,Low Confusion
RED,37,SIX,1,2.7,Low Confusion
RED,37,BLACK,1,2.7,Low Confusion
RED,37,WRONG,1,2.7,Low Confusion
RED,37,DEAF BLIND,1,2.7,Low Confusion
RED,37,CHICKEN,1,2.7,Low Confusion
RED,37,JULY,1,2.7,Low Confusion
RED,37,HOW ARE YOU,1,2.7,Low Confusion
RED,37,COLD,1,2.7,Low Confusion
RED,37,AUNTIE,1,2.7,Low Confusion
RED,37,TEN,1,2.7,Low Confusion
RICE,33,ORANGE,1,3.03,Low Confusion
RICE,33,GRANDMOTHER,1,3.03,Low Confusion
RICE,33,TEA,1,3.03,Low Confusion
RICE,33,JUNE,1,3.03,Low Confusion
RICE,33,TEN,1,3.03,Low Confusion
RICE,33,JANUARY,1,3.03,Low Confusion
RICE,33,YES,1,3.03,Low Confusion
SATURDAY,37,SPAGHETTI,2,5.41,Moderate Confusion
SATURDAY,37,PARENTS,1,2.7,Low Confusion
SATURDAY,37,LONGANISA,1,2.7,Low Confusion
SATURDAY,37,GIRL,1,2.7,Low Confusion
SATURDAY,37,NICE TO MEET YOU,1,2.7,Low Confusion
SATURDAY,37,CORRECT,1,2.7,Low Confusion
SATURDAY,37,RED,1,2.7,Low Confusion
SATURDAY,37,FEBRUARY,1,2.7,Low Confusion
SATURDAY,37,GRANDFATHER,1,2.7,Low Confusion
SATURDAY,37,DEAF BLIND,1,2.7,Low Confusion
SATURDAY,37,HOT,1,2.7,Low Confusion
SATURDAY,37,SUGAR,1,2.7,Low Confusion
SEE YOU TOMORROW,35,MOTHER,2,5.71,Moderate Confusion
SEE YOU TOMORROW,35,APRIL,2,5.71,Moderate Confusion
SEE YOU TOMORROW,35,WINE,1,2.86,Low Confusion
SEE YOU TOMORROW,35,NO SUGAR,1,2.86,Low Confusion
SEE YOU TOMORROW,35,EIGHT,1,2.86,Low Confusion
SEE YOU TOMORROW,35,FAST,1,2.86,Low Confusion
SEE YOU TOMORROW,35,SATURDAY,1,2.86,Low Confusion
SEE YOU TOMORROW,35,SEVEN,1,2.86,Low Confusion
SEE YOU TOMORROW,35,PINK,1,2.86,Low Confusion
SEE YOU TOMORROW,35,WOMAN,1,2.86,Low Confusion
SEE YOU TOMORROW,35,BLIND,1,2.86,Low Confusion
SEE YOU TOMORROW,35,TEN,1,2.86,Low Confusion
SEE YOU TOMORROW,35,FRIDAY,1,2.86,Low Confusion
SEE YOU TOMORROW,35,THREE,1,2.86,Low Confusion
SEPTEMBER,35,MOTHER,2,5.71,Moderate Confusion
SEPTEMBER,35,WEDNESDAY,2,5.71,Moderate Confusion
SEPTEMBER,35,AUGUST,2,5.71,Moderate Confusion
SEPTEMBER,35,FATHER,1,2.86,Low Confusion
SEPTEMBER,35,WOMAN,1,2.86,Low Confusion
SEPTEMBER,35,BROWN,1,2.86,Low Confusion
SEPTEMBER,35,NO,1,2.86,Low Confusion
SEPTEMBER,35,DAUGHTER,1,2.86,Low Confusion
SEPTEMBER,35,NOVEMBER,1,2.86,Low Confusion
SEPTEMBER,35,MONDAY,1,2.86,Low Confusion
SEPTEMBER,35,JANUARY,1,2.86,Low Confusion
SEPTEMBER,35,FEBRUARY,1,2.86,Low Confusion
SEPTEMBER,35,APRIL,1,2.86,Low Confusion
SEVEN,35,JANUARY,2,5.71,Moderate Confusion
SEVEN,35,MILK,1,2.86,Low Confusion
SEVEN,35,SON,1,2.86,Low Confusion
SEVEN,35,WEDNESDAY,1,2.86,Low Confusion
SEVEN,35,COFFEE,1,2.86,Low Confusion
SEVEN,35,SUGAR,1,2.86,Low Confusion
SEVEN,35,RED,1,2.86,Low Confusion
SEVEN,35,SUNDAY,1,2.86,Low Confusion
SEVEN,35,GOOD EVENING,1,2.86,Low Confusion
SEVEN,35,OCTOBER,1,2.86,Low Confusion
SHRIMP,35,HOT,2,5.71,Moderate Confusion
SHRIMP,35,WRONG,1,2.86,Low Confusion
SHRIMP,35,AUNTIE,1,2.86,Low Confusion
SHRIMP,35,DON’T KNOW,1,2.86,Low Confusion
SHRIMP,35,JULY,1,2.86,Low Confusion
SHRIMP,35,MILK,1,2.86,Low Confusion
SHRIMP,35,SLOW,1,2.86,Low Confusion
SHRIMP,35,DEAF,1,2.86,Low Confusion
SHRIMP,35,TEA,1,2.86,Low Confusion
SHRIMP,35,SEVEN,1,2.86,Low Confusion
SHRIMP,35,FEBRUARY,1,2.86,Low Confusion
SHRIMP,35,OCTOBER,1,2.86,Low Confusion
SIX,34,JULY,2,5.88,Moderate Confusion
SIX,34,SEPTEMBER,2,5.88,Moderate Confusion
SIX,34,DEAF,1,2.94,Low Confusion
SIX,34,BOY,1,2.94,Low Confusion
SIX,34,YELLOW,1,2.94,Low Confusion
SIX,34,SPAGHETTI,1,2.94,Low Confusion
SIX,34,FAST,1,2.94,Low Confusion
SIX,34,TODAY,1,2.94,Low Confusion
SIX,34,LONGANISA,1,2.94,Low Confusion
SIX,34,PINK,1,2.94,Low Confusion
SIX,34,SEE YOU TOMORROW,1,2.94,Low Confusion
SIX,34,MILK,1,2.94,Low Confusion
SIX,34,HOT,1,2.94,Low Confusion
SLOW,37,SUGAR,1,2.7,Low Confusion
SLOW,37,COFFEE,1,2.7,Low Confusion
SLOW,37,JUNE,1,2.7,Low Confusion
SLOW,37,NOVEMBER,1,2.7,Low Confusion
SLOW,37,NINE,1,2.7,Low Confusion
SLOW,37,MARCH,1,2.7,Low Confusion
SLOW,37,WHITE,1,2.7,Low Confusion
SLOW,37,SEE YOU TOMORROW,1,2.7,Low Confusion
SON,38,UNCLE,1,2.63,Low Confusion
SON,38,DON’T UNDERSTAND,1,2.63,Low Confusion
SON,38,GRANDMOTHER,1,2.63,Low Confusion
SON,38,GRAY,1,2.63,Low Confusion
SON,38,YES,1,2.63,Low Confusion
SON,38,OCTOBER,1,2.63,Low Confusion
SON,38,SIX,1,2.63,Low Confusion
SON,38,NO,1,2.63,Low Confusion
SON,38,YELLOW,1,2.63,Low Confusion
SON,38,DEAF,1,2.63,Low Confusion
SON,38,YESTERDAY,1,2.63,Low Confusion
SON,38,JUNE,1,2.63,Low Confusion
SON,38,BLACK,1,2.63,Low Confusion
SON,38,PINK,1,2.63,Low Confusion
SPAGHETTI,35,RED,8,22.86,High Confusion
SPAGHETTI,35,HOW ARE YOU,3,8.57,Moderate Confusion
SPAGHETTI,35,WRONG,1,2.86,Low Confusion
SPAGHETTI,35,CORRECT,1,2.86,Low Confusion
SPAGHETTI,35,THURSDAY,1,2.86,Low Confusion
SPAGHETTI,35,GOOD AFTERNOON,1,2.86,Low Confusion
SPAGHETTI,35,NINE,1,2.86,Low Confusion
SUGAR,36,TOMORROW,2,5.56,Moderate Confusion
SUGAR,36,NO SUGAR,2,5.56,Moderate Confusion
SUGAR,36,FAST,1,2.78,Low Confusion
SUGAR,36,BREAD,1,2.78,Low Confusion
SUGAR,36,GOOD MORNING,1,2.78,Low Confusion
SUGAR,36,TEN,1,2.78,Low Confusion
SUGAR,36,MILK,1,2.78,Low Confusion
SUGAR,36,UNCLE,1,2.78,Low Confusion
SUGAR,36,WEELCHAIR PERSON,1,2.78,Low Confusion
SUGAR,36,JULY,1,2.78,Low Confusion
SUGAR,36,DON’T KNOW,1,2.78,Low Confusion
SUGAR,36,GRANDMOTHER,1,2.78,Low Confusion
SUNDAY,37,DON’T KNOW,2,5.41,Moderate Confusion
SUNDAY,37,LIGHT,2,5.41,Moderate Confusion
SUNDAY,37,YOURE WELCOME,1,2.7,Low Confusion
SUNDAY,37,YELLOW,1,2.7,Low Confusion
SUNDAY,37,MONDAY,1,2.7,Low Confusion
SUNDAY,37,RICE,1,2.7,Low Confusion
SUNDAY,37,GOOD MORNING,1,2.7,Low Confusion
SUNDAY,37,MILK,1,2.7,Low Confusion
SUNDAY,37,WINE,1,2.7,Low Confusion
SUNDAY,37,FIVE,1,2.7,Low Confusion
SUNDAY,37,SEE YOU TOMORROW,1,2.7,Low Confusion
SUNDAY,37,HOW ARE YOU,1,2.7,Low Confusion
SUNDAY,37,GOOD AFTERNOON,1,2.7,Low Confusion
SUNDAY,37,AUNTIE,1,2.7,Low Confusion
TEA,36,UNDERSTAND,2,5.56,Moderate Confusion
TEA,36,COUSIN,1,2.78,Low Confusion
TEA,36,SHRIMP,1,2.78,Low Confusion
TEA,36,SIX,1,2.78,Low Confusion
TEA,36,DON’T UNDERSTAND,1,2.78,Low Confusion
TEA,36,FRIDAY,1,2.78,Low Confusion
TEA,36,GOOD MORNING,1,2.78,Low Confusion
TEA,36,MAY,1,2.78,Low Confusion
TEA,36,PINK,1,2.78,Low Confusion
TEA,36,OCTOBER,1,2.78,Low Confusion
TEN,34,UNCLE,1,2.94,Low Confusion
TEN,34,SHRIMP,1,2.94,Low Confusion
TEN,34,GIRL,1,2.94,Low Confusion
TEN,34,WRONG,1,2.94,Low Confusion
TEN,34,WINE,1,2.94,Low Confusion
TEN,34,PARENTS,1,2.94,Low Confusion
TEN,34,SEE YOU TOMORROW,1,2.94,Low Confusion
TEN,34,YOURE WELCOME,1,2.94,Low Confusion
THANK YOU,37,SHRIMP,2,5.41,Moderate Confusion
THANK YOU,37,BREAD,2,5.41,Moderate Confusion
THANK YOU,37,FRIDAY,1,2.7,Low Confusion
THANK YOU,37,LIGHT,1,2.7,Low Confusion
THANK YOU,37,NINE,1,2.7,Low Confusion
THANK YOU,37,YELLOW,1,2.7,Low Confusion
THANK YOU,37,YESTERDAY,1,2.7,Low Confusion
THANK YOU,37,FISH,1,2.7,Low Confusion
THANK YOU,37,MEAT,1,2.7,Low Confusion
THANK YOU,37,SIX,1,2.7,Low Confusion
THANK YOU,37,AUNTIE,1,2.7,Low Confusion
THANK YOU,37,GOOD EVENING,1,2.7,Low Confusion
THANK YOU,37,SPAGHETTI,1,2.7,Low Confusion
THANK YOU,37,MONDAY,1,2.7,Low Confusion
THANK YOU,37,GIRL,1,2.7,Low Confusion
THREE,34,HOT,2,5.88,Moderate Confusion
THREE,34,SPAGHETTI,1,2.94,Low Confusion
THREE,34,COUSIN,1,2.94,Low Confusion
THREE,34,WHITE,1,2.94,Low Confusion
THREE,34,JUICE,1,2.94,Low Confusion
THREE,34,SHRIMP,1,2.94,Low Confusion
THREE,34,VIOLET,1,2.94,Low Confusion
THREE,34,MOTHER,1,2.94,Low Confusion
THREE,34,FRIDAY,1,2.94,Low Confusion
THREE,34,PARENTS,1,2.94,Low Confusion
THREE,34,MILK,1,2.94,Low Confusion
THURSDAY,37,MILK,2,5.41,Moderate Confusion
THURSDAY,37,UNDERSTAND,2,5.41,Moderate Confusion
THURSDAY,37,SEPTEMBER,1,2.7,Low Confusion
THURSDAY,37,HARD OF HEARING,1,2.7,Low Confusion
THURSDAY,37,BROWN,1,2.7,Low Confusion
THURSDAY,37,NINE,1,2.7,Low Confusion
THURSDAY,37,AUGUST,1,2.7,Low Confusion
THURSDAY,37,THANK YOU,1,2.7,Low Confusion
THURSDAY,37,GOOD EVENING,1,2.7,Low Confusion
THURSDAY,37,TUESDAY,1,2.7,Low Confusion
THURSDAY,37,MARRIED,1,2.7,Low Confusion
THURSDAY,37,IM FINE,1,2.7,Low Confusion
TODAY,35,OCTOBER,1,2.86,Low Confusion
TODAY,35,DAUGHTER,1,2.86,Low Confusion
TODAY,35,AUNTIE,1,2.86,Low Confusion
TODAY,35,NOVEMBER,1,2.86,Low Confusion
TODAY,35,HOW ARE YOU,1,2.86,Low Confusion
TODAY,35,SUGAR,1,2.86,Low Confusion
TODAY,35,DEAF BLIND,1,2.86,Low Confusion
TODAY,35,WEELCHAIR PERSON,1,2.86,Low Confusion
TODAY,35,APRIL,1,2.86,Low Confusion
TODAY,35,SPAGHETTI,1,2.86,Low Confusion
TODAY,35,EGG,1,2.86,Low Confusion
TODAY,35,NICE TO MEET YOU,1,2.86,Low Confusion
TOMORROW,37,AUNTIE,2,5.41,Moderate Confusion
TOMORROW,37,NO,1,2.7,Low Confusion
TOMORROW,37,BREAD,1,2.7,Low Confusion
TOMORROW,37,THURSDAY,1,2.7,Low Confusion
TOMORROW,37,RICE,1,2.7,Low Confusion
TOMORROW,37,GIRL,1,2.7,Low Confusion
TOMORROW,37,THANK YOU,1,2.7,Low Confusion
TOMORROW,37,WINE,1,2.7,Low Confusion
TOMORROW,37,MOTHER,1,2.7,Low Confusion
TOMORROW,37,NOVEMBER,1,2.7,Low Confusion
TUESDAY,35,HARD OF HEARING,1,2.86,Low Confusion
TUESDAY,35,WOMAN,1,2.86,Low Confusion
TUESDAY,35,JUNE,1,2.86,Low Confusion
TUESDAY,35,TEA,1,2.86,Low Confusion
TUESDAY,35,COFFEE,1,2.86,Low Confusion
TUESDAY,35,MARCH,1,2.86,Low Confusion
TUESDAY,35,TEN,1,2.86,Low Confusion
TWO,33,YES,2,6.06,Moderate Confusion
TWO,33,NO SUGAR,1,3.03,Low Confusion
TWO,33,HOT,1,3.03,Low Confusion
TWO,33,HARD OF HEARING,1,3.03,Low Confusion
TWO,33,ONE,1,3.03,Low Confusion
TWO,33,CRAB,1,3.03,Low Confusion
TWO,33,WEELCHAIR PERSON,1,3.03,Low Confusion
TWO,33,HELLO,1,3.03,Low Confusion
TWO,33,BOY,1,3.03,Low Confusion
TWO,33,SATURDAY,1,3.03,Low Confusion
TWO,33,DON’T UNDERSTAND,1,3.03,Low Confusion
TWO,33,TUESDAY,1,3.03,Low Confusion
UNCLE,39,MILK,2,5.13,Moderate Confusion
UNCLE,39,BOY,1,2.56,Low Confusion
UNCLE,39,GOOD EVENING,1,2.56,Low Confusion
UNCLE,39,ORANGE,1,2.56,Low Confusion
UNCLE,39,MARRIED,1,2.56,Low Confusion
UNCLE,39,BLIND,1,2.56,Low Confusion
UNCLE,39,SEVEN,1,2.56,Low Confusion
UNCLE,39,ONE,1,2.56,Low Confusion
UNCLE,39,DEAF BLIND,1,2.56,Low Confusion
UNCLE,39,FRIDAY,1,2.56,Low Confusion
UNCLE,39,JANUARY,1,2.56,Low Confusion
UNCLE,39,TOMORROW,1,2.56,Low Confusion
UNCLE,39,HELLO,1,2.56,Low Confusion
UNCLE,39,NICE TO MEET YOU,1,2.56,Low Confusion
UNCLE,39,JULY,1,2.56,Low Confusion
UNDERSTAND,36,MAY,1,2.78,Low Confusion
UNDERSTAND,36,NO,1,2.78,Low Confusion
UNDERSTAND,36,TODAY,1,2.78,Low Confusion
UNDERSTAND,36,COLD,1,2.78,Low Confusion
UNDERSTAND,36,SUNDAY,1,2.78,Low Confusion
UNDERSTAND,36,HARD OF HEARING,1,2.78,Low Confusion
UNDERSTAND,36,MILK,1,2.78,Low Confusion
UNDERSTAND,36,THURSDAY,1,2.78,Low Confusion
UNDERSTAND,36,BLIND,1,2.78,Low Confusion
UNDERSTAND,36,FOUR,1,2.78,Low Confusion
UNDERSTAND,36,GREEN,1,2.78,Low Confusion
UNDERSTAND,36,PINK,1,2.78,Low Confusion
UNDERSTAND,36,YESTERDAY,1,2.78,Low Confusion
UNDERSTAND,36,HOT,1,2.78,Low Confusion
VIOLET,38,BREAD,2,5.26,Moderate Confusion
VIOLET,38,WOMAN,1,2.63,Low Confusion
VIOLET,38,WHITE,1,2.63,Low Confusion
VIOLET,38,SON,1,2.63,Low Confusion
VIOLET,38,APRIL,1,2.63,Low Confusion
VIOLET,38,MAN,1,2.63,Low Confusion
VIOLET,38,MARRIED,1,2.63,Low Confusion
VIOLET,38,GIRL,1,2.63,Low Confusion
VIOLET,38,DAUGHTER,1,2.63,Low Confusion
VIOLET,38,TODAY,1,2.63,Low Confusion
VIOLET,38,NO SUGAR,1,2.63,Low Confusion
VIOLET,38,FEBRUARY,1,2.63,Low Confusion
WEDNESDAY,36,THREE,2,5.56,Moderate Confusion
WEDNESDAY,36,GIRL,2,5.56,Moderate Confusion
WEDNESDAY,36,NOVEMBER,1,2.78,Low Confusion
WEDNESDAY,36,LONGANISA,1,2.78,Low Confusion
WEDNESDAY,36,MONDAY,1,2.78,Low Confusion
WEDNESDAY,36,APRIL,1,2.78,Low Confusion
WEDNESDAY,36,AUGUST,1,2.78,Low Confusion
WEDNESDAY,36,NICE TO MEET YOU,1,2.78,Low Confusion
WEDNESDAY,36,TOMORROW,1,2.78,Low Confusion
WEDNESDAY,36,ORANGE,1,2.78,Low Confusion
WEDNESDAY,36,SLOW,1,2.78,Low Confusion
WEDNESDAY,36,HARD OF HEARING,1,2.78,Low Confusion
WEELCHAIR PERSON,36,NICE TO MEET YOU,1,2.78,Low Confusion
WEELCHAIR PERSON,36,DON’T UNDERSTAND,1,2.78,Low Confusion
WEELCHAIR PERSON,36,SIX,1,2.78,Low Confusion
WEELCHAIR PERSON,36,APRIL,1,2.78,Low Confusion
WEELCHAIR PERSON,36,SATURDAY,1,2.78,Low Confusion
WEELCHAIR PERSON,36,EIGHT,1,2.78,Low Confusion
WEELCHAIR PERSON,36,SUGAR,1,2.78,Low Confusion
WEELCHAIR PERSON,36,YOURE WELCOME,1,2.78,Low Confusion
WEELCHAIR PERSON,36,CORRECT,1,2.78,Low Confusion
WEELCHAIR PERSON,36,MARCH,1,2.78,Low Confusion
WEELCHAIR PERSON,36,BREAD,1,2.78,Low Confusion
WEELCHAIR PERSON,36,LONGANISA,1,2.78,Low Confusion
WHITE,36,SON,1,2.78,Low Confusion
WHITE,36,NO,1,2.78,Low Confusion
WHITE,36,HOW ARE YOU,1,2.78,Low Confusion
WHITE,36,TOMORROW,1,2.78,Low Confusion
WHITE,36,PARENTS,1,2.78,Low Confusion
WHITE,36,NO SUGAR,1,2.78,Low Confusion
WHITE,36,LONGANISA,1,2.78,Low Confusion
WHITE,36,SEE YOU TOMORROW,1,2.78,Low Confusion
WHITE,36,CORRECT,1,2.78,Low Confusion
WHITE,36,FISH,1,2.78,Low Confusion
WHITE,36,MAN,1,2.78,Low Confusion
WINE,36,HARD OF HEARING,1,2.78,Low Confusion
WINE,36,FEBRUARY,1,2.78,Low Confusion
WINE,36,EIGHT,1,2.78,Low Confusion
WINE,36,SPAGHETTI,1,2.78,Low Confusion
WINE,36,SATURDAY,1,2.78,Low Confusion
WINE,36,ORANGE,1,2.78,Low Confusion
WINE,36,BLIND,1,2.78,Low Confusion
WINE,36,SHRIMP,1,2.78,Low Confusion
WINE,36,DAUGHTER,1,2.78,Low Confusion
WINE,36,JANUARY,1,2.78,Low Confusion
WOMAN,37,MILK,3,8.11,Moderate Confusion
WOMAN,37,NO,2,5.41,Moderate Confusion
WOMAN,37,WRONG,1,2.7,Low Confusion
WOMAN,37,UNCLE,1,2.7,Low Confusion
WOMAN,37,FRIDAY,1,2.7,Low Confusion
WOMAN,37,VIOLET,1,2.7,Low Confusion
WOMAN,37,DAUGHTER,1,2.7,Low Confusion
WOMAN,37,SUNDAY,1,2.7,Low Confusion
WOMAN,37,LIGHT,1,2.7,Low Confusion
WOMAN,37,PINK,1,2.7,Low Confusion
WOMAN,37,FISH,1,2.7,Low Confusion
WRONG,39,TODAY,2,5.13,Moderate Confusion
WRONG,39,ORANGE,2,5.13,Moderate Confusion
WRONG,39,WEELCHAIR PERSON,2,5.13,Moderate Confusion
WRONG,39,YOURE WELCOME,1,2.56,Low Confusion
WRONG,39,SIX,1,2.56,Low Confusion
WRONG,39,BLIND,1,2.56,Low Confusion
WRONG,39,TEN,1,2.56,Low Confusion
WRONG,39,SUNDAY,1,2.56,Low Confusion
WRONG,39,CRAB,1,2.56,Low Confusion
WRONG,39,HARD OF HEARING,1,2.56,Low Confusion
WRONG,39,IM FINE,1,2.56,Low Confusion
WRONG,39,WOMAN,1,2.56,Low Confusion
YELLOW,36,SUGAR,2,5.56,Moderate Confusion
YELLOW,36,FISH,2,5.56,Moderate Confusion
YELLOW,36,BROWN,2,5.56,Moderate Confusion
YELLOW,36,CRAB,1,2.78,Low Confusion
YELLOW,36,RED,1,2.78,Low Confusion
YELLOW,36,NINE,1,2.78,Low Confusion
YELLOW,36,SPAGHETTI,1,2.78,Low Confusion
YELLOW,36,HARD OF HEARING,1,2.78,Low Confusion
YELLOW,36,MAN,1,2.78,Low Confusion
YELLOW,36,SON,1,2.78,Low Confusion
YELLOW,36,FRIDAY,1,2.78,Low Confusion
YELLOW,36,FIVE,1,2.78,Low Confusion
YELLOW,36,DECEMBER,1,2.78,Low Confusion
YELLOW,36,TOMORROW,1,2.78,Low Confusion
YELLOW,36,NO SUGAR,1,2.78,Low Confusion
YES,38,SEE YOU TOMORROW,1,2.63,Low Confusion
YES,38,HOT,1,2.63,Low Confusion
YES,38,HOW ARE YOU,1,2.63,Low Confusion
YES,38,WOMAN,1,2.63,Low Confusion
YES,38,MAN,1,2.63,Low Confusion
YES,38,MONDAY,1,2.63,Low Confusion
YES,38,YESTERDAY,1,2.63,Low Confusion
YES,38,THANK YOU,1,2.63,Low Confusion
YES,38,WHITE,1,2.63,Low Confusion
YES,38,DEAF BLIND,1,2.63,Low Confusion
YES,38,MAY,1,2.63,Low Confusion
YES,38,CORRECT,1,2.63,Low Confusion
YES,38,COFFEE,1,2.63,Low Confusion
YESTERDAY,36,BEER,3,8.33,Moderate Confusion
YESTERDAY,36,MARRIED,2,5.56,Moderate Confusion
YESTERDAY,36,APRIL,1,2.78,Low Confusion
YESTERDAY,36,WEELCHAIR PERSON,1,2.78,Low Confusion
YESTERDAY,36,YES,1,2.78,Low Confusion
YESTERDAY,36,YELLOW,1,2.78,Low Confusion
YESTERDAY,36,MARCH,1,2.78,Low Confusion
YESTERDAY,36,GRANDMOTHER,1,2.78,Low Confusion
YESTERDAY,36,NO,1,2.78,Low Confusion
YESTERDAY,36,GOOD EVENING,1,2.78,Low Confusion
YESTERDAY,36,JULY,1,2.78,Low Confusion
YESTERDAY,36,GOOD MORNING,1,2.78,Low Confusion
YOURE WELCOME,36,TOMORROW,2,5.56,Moderate Confusion
YOURE WELCOME,36,COLD,1,2.78,Low Confusion
YOURE WELCOME,36,YESTERDAY,1,2.78,Low Confusion
YOURE WELCOME,36,JANUARY,1,2.78,Low Confusion
YOURE WELCOME,36,FEBRUARY,1,2.78,Low Confusion
YOURE WELCOME,36,WHITE,1,2.78,Low Confusion
YOURE WELCOME,36,SUNDAY,1,2.78,Low Confusion
YOURE WELCOME,36,LONGANISA,1,2.78,Low Confusion
YOURE WELCOME,36,KNOW,1,2.78,Low Confusion
